Island,Date,Genus,Species,Species whole,Latitude,Longitude,Datum,Record type,Collector,Method,Comments,Description,Class,Order,Family,Institution,Expedition
Kingfisher ,02 Jun 2009,Miniopterus,schreibersii,Miniopterus schreibersii,-16.09028,124.09194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Kingfisher Is 2Jun09 x16 originally 457 minutes.wav  Call ID by: NMcK,"Kingfisher Island, site 34. Eucalypt woodland at camp in gully between wooded Pkpy scree slopes",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Kingfisher ,09 Feb 2010,Miniopterus,schreibersii,Miniopterus schreibersii,-16.08944,124.09306,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Kingfisher Is 9Feb10 X32.wav  Call ID by: RB,"Kingfisher Island, site 35. At base of rocky wall close to beach",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Kingfisher ,01 Jun 2009,Pipistrellus,westralis,Pipistrellus westralis,-16.09028,124.09194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Kingfisher Is1June09 still warm X16 513 minutes desilenced.wav  Call ID by: NMcK,"Kingfisher Island, site 34. At camp on edge of couch-grassland and valley woodland below Pkpy scree slopes",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Kingfisher ,02 Jun 2009,Saccolaimus,flaviventris,Saccolaimus flaviventris,-16.09028,124.09194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Kingfisher Is 2Jun09 x16 originally 457 minutes.wav  Call ID by: NMcK,"Kingfisher Island, site 34. Eucalypt woodland at camp in gully between wooded Pkpy scree slopes",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Kingfisher ,09 Feb 2010,Scotorepens,sanborni,Scotorepens sanborni,-16.08944,124.09306,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Kingfisher Is 9Feb10 X32.wav  Call ID by: RB,"Kingfisher Island, site 35. At base of rocky wall close to beach",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Kingfisher ,01 Jun 2009,Taphozous,georgianus,Taphozous georgianus,-16.09028,124.09194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Kingfisher Is1June09 still warm X16 513 minutes desilenced.wav  Call ID by: NMcK,"Kingfisher Island, site 34. At camp on edge of couch-grassland and valley woodland below Pkpy scree slopes",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Kingfisher ,09 Feb 2010,Taphozous,georgianus,Taphozous georgianus,-16.08944,124.09306,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Kingfisher Is 9Feb10 X32.wav  Call ID by: RB,"Kingfisher Island, site 35. At base of rocky wall close to beach",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,24 May 2009,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,-16.62333,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 24May09 X16.mp3  Call ID by: RB,"Lachlan Island, site 41. Pkl gully with small fresh creek emptying into tidal sand area; mangroves 50m away",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,18 Feb 2010,Hipposideros,stenotis,Hipposideros stenotis,-16.62278,123.47056,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Lachlan Is 18Feb10 X16.wav  Call ID by: RB,"Lachlan Island, site 42. Open grassy area near a rocky Pkl scarp",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,26 May 2009,Miniopterus,schreibersii,Miniopterus schreibersii,-16.62389,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 26May09 x16.mp3  Call ID by: NMcK,"Lachlan Island, site 40. 10m from mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,24 May 2009,Miniopterus,schreibersii,Miniopterus schreibersii,-16.62333,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 24May09 X16.mp3  Call ID by: RB,"Lachlan Island, site 41. Pkl gully with small fresh creek emptying into tidal sand area; mangroves 50m away",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,18 Feb 2010,Miniopterus,schreibersii,Miniopterus schreibersii,-16.62278,123.47056,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Lachlan Is 18Feb10 X16.wav  Call ID by: RB,"Lachlan Island, site 42. Open grassy area near a rocky Pkl scarp",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,24 May 2009,Mormopterus,loriae,Mormopterus loriae,-16.62278,123.47111,WGS84,call ID,LG recording,Anabat,Anabat recording ID NMcK & RB (McKenzie & Bullen 2012),Lachlan Island,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,26 May 2009,Mormopterus,loriae,Mormopterus loriae,-16.62278,123.47111,WGS84,call ID,LG recording,Anabat,Anabat recording ID NMcK & RB (McKenzie & Bullen 2012),Lachlan Island,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,26 May 2009,Mormopterus,loriae,Mormopterus loriae,-16.62389,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 26May09 x16.mp3  Call ID by: NMcK,"Lachlan Island, site 40. 10m from mangroves",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,24 May 2009,Mormopterus,loriae,Mormopterus loriae,-16.62333,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 24May09 X16.mp3  Call ID by: RB,"Lachlan Island, site 41. Pkl gully with small fresh creek emptying into tidal sand area; mangroves 50m away",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,24 May 2009,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,-16.62333,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 24May09 X16.mp3  Call ID by: RB,"Lachlan Island, site 41. Pkl gully with small fresh creek emptying into tidal sand area; mangroves 50m away",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,26 May 2009,Pipistrellus,westralis,Pipistrellus westralis,-16.62389,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 26May09 x16.mp3  Call ID by: NMcK,"Lachlan Island, site 40. 10m from mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,24 May 2009,Saccolaimus,flaviventris,Saccolaimus flaviventris,-16.62333,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 24May09 X16.mp3  Call ID by: RB,"Lachlan Island, site 41. Pkl gully with small fresh creek emptying into tidal sand area; mangroves 50m away",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,26 May 2009,Scotorepens,sanborni,Scotorepens sanborni,-16.62389,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 26May09 x16.mp3  Call ID by: NMcK,"Lachlan Island, site 40. 10m from mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,26 May 2009,Taphozous,georgianus,Taphozous georgianus,-16.62389,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 26May09 x16.mp3  Call ID by: NMcK,"Lachlan Island, site 40. 10m from mangroves",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,24 May 2009,Taphozous,georgianus,Taphozous georgianus,-16.62333,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 24May09 X16.mp3  Call ID by: RB,"Lachlan Island, site 41. Pkl gully with small fresh creek emptying into tidal sand area; mangroves 50m away",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,18 Feb 2010,Taphozous,georgianus,Taphozous georgianus,-16.62278,123.47056,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Lachlan Is 18Feb10 X16.wav  Call ID by: RB,"Lachlan Island, site 42. Open grassy area near a rocky Pkl scarp",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,26 May 2009,Vespadelus,caurinus,Vespadelus caurinus,-16.62389,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 26May09 x16.mp3  Call ID by: NMcK,"Lachlan Island, site 40. 10m from mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lachlan ,24 May 2009,Vespadelus,caurinus,Vespadelus caurinus,-16.62333,123.47111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Lachlan Is 24May09 X16.mp3  Call ID by: RB,"Lachlan Island, site 41. Pkl gully with small fresh creek emptying into tidal sand area; mangroves 50m away",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,10 May 2014,Miniopterus,schreibersii,Miniopterus schreibersii,-14.74417,128.30028,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording. 0.4k from mangal","Lacrosse Island, Mouth of Cambridge Gulf. Ephemeral pool in fresh water creek behind beach on island's W side",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,08 May 2014,Miniopterus,schreibersii,Miniopterus schreibersii,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,11 May 2014,Miniopterus,schreibersii,Miniopterus schreibersii,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,10 May 2014,Pipistrellus,westralis,Pipistrellus westralis,-14.74417,128.30028,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording. 0.4k from mangal","Lacrosse Island, Mouth of Cambridge Gulf. Ephemeral pool in fresh water creek behind beach on island's W side",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,08 May 2014,Pipistrellus,westralis,Pipistrellus westralis,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,11 May 2014,Pipistrellus,westralis,Pipistrellus westralis,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,10 May 2014,Rhinonicteris,aurantia,Rhinonicteris aurantia,-14.74417,128.30028,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording. 0.4k from mangal","Lacrosse Island, Mouth of Cambridge Gulf. Ephemeral pool in fresh water creek behind beach on island's W side",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,11 May 2014,Rhinonicteris,aurantia,Rhinonicteris aurantia,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,10 May 2014,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.74417,128.30028,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording. 0.4k from mangal","Lacrosse Island, Mouth of Cambridge Gulf. Ephemeral pool in fresh water creek behind beach on island's W side",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,08 May 2014,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,11 May 2014,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,10 May 2014,Saccolaimus,saccolaimus,Saccolaimus saccolaimus,-14.74417,128.30028,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording. 0.4k from mangal","Lacrosse Island, Mouth of Cambridge Gulf. Ephemeral pool in fresh water creek behind beach on island's W side",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,08 May 2014,Taphozous,georgianus,Taphozous georgianus,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,11 May 2014,Taphozous,georgianus,Taphozous georgianus,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,10 May 2014,Vespadelus,caurinus,Vespadelus caurinus,-14.74417,128.30028,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording. 0.4k from mangal","Lacrosse Island, Mouth of Cambridge Gulf. Ephemeral pool in fresh water creek behind beach on island's W side",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,08 May 2014,Vespadelus,caurinus,Vespadelus caurinus,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Lacrosse ,11 May 2014,Vespadelus,caurinus,Vespadelus caurinus,-14.74861,128.30306,WGS84,call ID,MC & LG,SM2mono,"ID by NMcK & checked RB, from SM2mono recording","Lacrosse Island, Mouth of Cambridge Gulf. Mangrove on island's W side",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Long ,31 May 2009,Miniopterus,schreibersii,Miniopterus schreibersii,-16.56000,123.35528,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Long Is 31May09 Pearson X16.mp3  Call ID by: RB,"Long Island, site 45. Edge of mangrove",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Long ,17 Feb 2010,Mormopterus,beccarii,Mormopterus beccarii,-16.55806,123.35472,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Long Is disk2 after storm 17Feb10 X16.wav  Call ID by: RB,"Long Island, site 44. Vine thicket behind beach",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Long ,01 Jun 2009,Taphozous,georgianus,Taphozous georgianus,-16.55694,123.35444,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Long Is 1June09 Pearson Sutherland x16.mp3  Call ID by: NMcK,"Long Island, site 43. Beach",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Long ,31 May 2009,Taphozous,georgianus,Taphozous georgianus,-16.56000,123.35528,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Long Is 31May09 Pearson X16.mp3  Call ID by: RB,"Long Island, site 45. Edge of mangrove",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Long ,17 Feb 2010,Taphozous,georgianus,Taphozous georgianus,-16.55778,123.35472,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Long Is 17Feb10 x16.wav  Call ID by: NMcK,"Long Island, site 44. Vine thicket behind beach",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Long ,17 Feb 2010,Taphozous,georgianus,Taphozous georgianus,-16.55806,123.35472,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Long Is disk2 after storm 17Feb10 X16.wav  Call ID by: RB,"Long Island, site 44. Vine thicket behind beach",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Long ,01 Jun 2009,Vespadelus,caurinus,Vespadelus caurinus,-16.55694,123.35444,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Long Is 1June09 Pearson Sutherland x16.mp3  Call ID by: NMcK,"Long Island, site 43. Beach",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Long ,31 May 2009,Vespadelus,caurinus,Vespadelus caurinus,-16.56000,123.35528,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Long Is 31May09 Pearson X16.mp3  Call ID by: RB,"Long Island, site 45. Edge of mangrove",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Long ,17 Feb 2010,Vespadelus,caurinus,Vespadelus caurinus,-16.55806,123.35472,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Long Is disk2 after storm 17Feb10 X16.wav  Call ID by: RB,"Long Island, site 44. Vine thicket behind beach",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Mary ,06 Jun 2010,Chaerephon,jobensis,Chaerephon jobensis,-13.99444,126.39667,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Mary Is site1 paperbark pool 13 59 40S 126 23 48E 6June10 LS10 253 202min desilenced.wav  Call ID by: NMcK,"Mary Island, site 46. Paperbark swamp on woodland edge with coastal flat, 300m from good mangroves",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Mary ,06 Jun 2010,Miniopterus,schreibersii,Miniopterus schreibersii,-13.99444,126.39667,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Mary Is site1 paperbark pool 13 59 40S 126 23 48E 6June10 LS10 253 202min desilenced.wav  Call ID by: NMcK,"Mary Island, site 46. Paperbark swamp on woodland edge with coastal flat, 300m from good mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Mary ,06 Jun 2010,Nyctophilus,walkeri,Nyctophilus walkeri,-13.99444,126.39667,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Mary Is site1 paperbark pool 13 59 40S 126 23 48E 6June10 LS10 253 202min desilenced.wav  Call ID by: NMcK,"Mary Island, site 46. Paperbark swamp on woodland edge with coastal flat, 300m from good mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Mary ,08 Jun 2010,Pipistrellus,westralis,Pipistrellus westralis,-13.99167,126.40139,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Mary Is site2 mangal edge 13 59 30S 126 24 05E 8June10 LS10 254.wav  Call ID by: RB,"Mary Island, site 47. Edge of mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Mary ,06 Jun 2010,Saccolaimus,flaviventris,Saccolaimus flaviventris,-13.99444,126.39667,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Mary Is site1 paperbark pool 13 59 40S 126 23 48E 6June10 LS10 253 202min desilenced.wav  Call ID by: NMcK,"Mary Island, site 46. Paperbark swamp on woodland edge with coastal flat, 300m from good mangroves",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Mary ,08 Jun 2010,Saccolaimus,flaviventris,Saccolaimus flaviventris,-13.99167,126.40139,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Mary Is site2 mangal edge 13 59 30S 126 24 05E 8June10 LS10 254.wav  Call ID by: RB,"Mary Island, site 47. Edge of mangroves",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Mary ,08 Jun 2010,Vespadelus,caurinus,Vespadelus caurinus,-13.99167,126.40139,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Mary Is site2 mangal edge 13 59 30S 126 24 05E 8June10 LS10 254.wav  Call ID by: RB,"Mary Island, site 47. Edge of mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Middle Osborn ,05 Aug 2007,Hipposideros,stenotis,Hipposideros stenotis,-14.31000,126.02750,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Middle Osborne Is Site1 5Aug07 x16.mp3  Call ID by: NMcK,"Middle Osborn Island, site 48. Pkc, next to mangroves",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Middle Osborn ,09 Aug 2007,Hipposideros,stenotis,Hipposideros stenotis,-14.30583,125.99111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Middle Osborne 9Aug07 site2 X16.mp3  Call ID by: RB,"Middle Osborn Island, site 50. Pkc, Passiflora foetida depression",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Middle Osborn ,05 Aug 2007,Miniopterus,schreibersii,Miniopterus schreibersii,-14.31000,126.02750,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Middle Osborne Is Site1 5Aug07 x16.mp3  Call ID by: NMcK,"Middle Osborn Island, site 48. Pkc, next to mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Middle Osborn ,10 Aug 2007,Miniopterus,schreibersii,Miniopterus schreibersii,-14.30639,125.99000,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Middle Osborne Is Site2 10Aug07 x16.mp3  Call ID by: NMcK,"Middle Osborn Island, site 49. Pkc cliff face above ocean",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Middle Osborn ,09 Aug 2007,Miniopterus,schreibersii,Miniopterus schreibersii,-14.30583,125.99111,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Middle Osborne 9Aug07 site2 X16.mp3  Call ID by: RB,"Middle Osborn Island, site 50. Pkc, Passiflora foetida depression",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Middle Osborn ,04 Aug 2007,Miniopterus,schreibersii,Miniopterus schreibersii,-14.31000,126.02583,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Middle Osborne 4Aug07 site1 X16.mp3  Call ID by: RB,"Middle Osborn Island, site 51. Flowing rocky Pkc creek",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Middle Osborn ,04 Aug 2007,Myotis,macropus,Myotis macropus,-14.31000,126.02583,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Middle Osborne 4Aug07 site1 X16.mp3  Call ID by: RB,"Middle Osborn Island, site 51. Flowing rocky Pkc creek",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Middle Osborn ,05 Aug 2007,Pipistrellus,westralis,Pipistrellus westralis,-14.31000,126.02750,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Middle Osborne Is Site1 5Aug07 x16.mp3  Call ID by: NMcK,"Middle Osborn Island, site 48. Pkc, next to mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Middle Osborn ,05 Aug 2007,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.31000,126.02750,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Middle Osborne Is Site1 5Aug07 x16.mp3  Call ID by: NMcK,"Middle Osborn Island, site 48. Pkc, next to mangroves",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
